Actual Summary,Model Summary
"Before he was slammed into by a police car, Mario Valencia fired a rifle with a loosened lock. He shoplifted the gun and ammo from a Walmart, where a saleswoman who showed him the weapon alerted security. Walmart says the lock was properly installed but police say it was loose when it was found.
","Police thought the gun Mario Valencia held was locked and unable to fire after he stole it from a Walmart in Marana, Arizona. But 10 seconds later he fired into the air, and less than a minute later a police car slammed into him. He was hospitalized and faces 15 charges, including shoplifting. "
"A Delaware family becomes ill at the Sirenusa resort in the U.S. Virgin Islands. Preliminary EPA results find methyl bromide was present in the unit where they stayed. The U.S. Justice Department begins a criminal investigation into the matter.
","Two boys, 16 and 14, are in critical condition at a Philadelphia hospital, their lawyer says. Their father, Steve Esmond, is conscious but unable to talk or move, he adds. EPA says presence of a pesticide at the rented villa in St. John may have caused illnesses. "
"All U.S. Consulate personnel safe after blast, State Department spokeswoman says. Suicide bombers blow up car near the U.S. Consulate in Irbil, Iraq.
","ISIS claims responsibility for a suicide car bomb attack near the U.S. Consulate in Irbil, Iraq. Police say at least four people were killed and 18 injured in the attack. All American Consulate personnel are safe and accounted for, the State Department says. "
"South Africa is battling xenophobic violence after some said foreigners are taking jobs away. A 14-year-old boy is among those killed after a mob with machetes targeted foreigners.
","More than 300 suspects have been arrested in connection with attacks on foreigners, authorities say. Attacks in Durban killed two immigrants and three South Africans. "
"Davion Only took to the pulpit to find a forever home. After some setbacks, his family is set to make it official in April.
","Davion Navar Henry Only, 16, has been in foster care his entire life. He asked a church to help him find a home, and his plea went viral. His new mom, Connie Going, has three other children. "
"Julian Zelizer: Elizabeth Warren was defiant about Wall Street, but Hillary Clinton likely won't be. Zelizer: The Democrats need Wall Street's campaign donations to be competitive in 2016.
",Sen. Elizabeth Warren says she won't back down on her calls for breaking up banks. Julian Zelizer: Democrats need to take on Wall Street and tackle economic inequality. 
"Saudi officials say 500 Houthi rebels killed, but signs of progress appear scant. Civilian casualties continue to mount. U.N. Security Council favors Houthi arms embargo.
",Thursday marks three weeks since Saudi Arabia began airstrikes on Houthi rebels in Yemen. There is little sign that the rebels are being driven back or that lives are being saved. 
"20-year-old American dancer makes $240 a month at Kremlin Ballet Theatre. Joy Womack studied at Bolshoi Ballet Academy but left in cloud of controversy.
","Joy Womack is a principal ballerina at the Kremlin Ballet Theatre. She was one of the first Americans accepted into the Bolshoi Ballet Academy. In 2013 she left under a cloud, claiming she was asked to pay $10,000 to dance. She says she is paid around $240 a month -- which works out at around $8 a day. "
"Six young Minnesotans conspired to sneak into Syria and join ISIS ""by any means necessary,"" prosecutors say. The men, ages 19 to 21, were arrested Sunday. They plotted for 10 months, the U.S. attorney for the District of Minnesota says.
","Six men, ages 19 to 21, were arrested Sunday in Minneapolis and San Diego. They allegedly planned to sneak into Syria and join ISIS by any means necessary. Recruiting for ISIS is a problem in Minnesota's Somali community. "
"CNN's Dr. Sanjay Gupta answers questions about medical marijuana. Readers wanted to know how medical marijuana could ease symptoms of illnesses.
","Dr. Sanjay Gupta has been researching medical marijuana for the last two years. His latest CNN documentary, ""Weed 3: The Marijuana Revolution,"" airs at 9 p.m. ET/PT Sunday. Gupta opened up to questions on Twitter about the benefits and drawbacks of medical marijuana. "
"Nepal civil war aftermath inspired Maggie Doyne to help children. Doyne's BlinkNow Foundation supports a home for 50 children and a school that educates hundreds more. Do you know a hero? Nominations are open for 2015 CNN Heroes.
","Maggie Doyne left her New Jersey hometown to travel the world before college. She met a young girl who wanted to find her family in Nepal, and it changed her life. Her Kopila Valley Children's Home is home to about 50 children. Do you know a hero? Nominations are open for CNN Heroes 2015. "
"Jason Warnock rescued a man whose SUV was dangling off the edge of a cliff. Warnock: ""I don't feel like I deserve any credit... I just did what anyone would do""
",Jason Warnock was driving through a canyon in Idaho when he saw an SUV dangling over the edge of a cliff. The only thing holding the GMC Yukon and its terrified driver from a 30-foot drop was a crumpled fence. 
"Tom Brady to Gisele Bundchen: ""You inspire me every day"" Bundchen had last runway show Wednesday. She'll be focusing more on family, ""special projects""
","Gisele Bundchen walked the runway for the last time Wednesday. Her husband, Tom Brady, congratulated her on Facebook. "
"Photographer Timothy Bouldry spent time at a massive landfill in Guwahati, India. About 100 families live inside the Boragaon landfill, but Bouldry said they are ""content""
",Photographer Timothy Bouldry captures what it's like to live inside a landfill in India. The Boragaon landfill in Guwahati is home to about 100 families who scavenge for recyclable materials. 
"Lawsuit says scientists infected hundreds of Guatemalans with sexually transmitted diseases. A similar lawsuit filed against the U.S. government was dismissed.
","Lawsuit alleges Johns Hopkins University and Rockefeller Foundation funded experiments in Guatemala. Orphans, inmates, psychiatric patients and prostitutes were infected with sexually transmitted diseases. The suit seeks more than $1 billion in damages and has 774 plaintiffs. "
"Deputies reassigned after threats, sheriff says. The two deputies pinned Eric Harris to the ground and one yelled ""F*ck your breath"" at him after he was shot.
","Deputies reassigned because of threats against them and their families, sheriff says. Reserve Deputy Robert Bates is charged with second-degree manslaughter in Eric Harris' death. "
"#firebrittmchenry has become a popular hashtag on Twitter. Britt McHenry is a reporter for the sports network, and she is based in Washington. She apologized on Twitter for losing control of her emotions, not taking the high road.
",Britt McHenry says she allowed her emotions to get away from her during a stressful situation. She is suspended for a week after a video of her berating a towing company employee surfaced. 
